Path,validation_adam,dataset_name,SequenceType,validation_giovanna,validation_joanes,validation_pboehmsturm,validation_Susanne
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-41_ses-01_acq-1_t2w_372.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-41_ses-01_acq-2_t2w_373.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-41_ses-02_acq-1_t1w_374.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-41_ses-02_acq-1_t2w_375.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-41_ses-02_acq-2_t1w_376.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-41_ses-02_acq-3_t1w_377.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-41_ses-02_acq-4_t1w_378.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-41_ses-02_acq-5_t1w_379.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-41_ses-02_acq-6_t1w_380.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-41_ses-02_acq-7_t1w_381.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-41_ses-02_acq-8_t1w_382.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-42_ses-01_acq-1_t2w_383.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-42_ses-01_acq-2_t2w_384.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-42_ses-02_acq-1_t1w_385.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-42_ses-02_acq-1_t2w_386.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-42_ses-02_acq-2_t1w_387.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-42_ses-02_acq-3_t1w_388.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-42_ses-02_acq-4_t1w_389.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-42_ses-02_acq-5_t1w_390.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-42_ses-02_acq-6_t1w_391.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-42_ses-02_acq-7_t1w_392.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-42_ses-02_acq-8_t1w_393.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-43_ses-01_acq-1_t2w_394.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-43_ses-01_acq-2_t2w_395.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-43_ses-02_acq-1_t1w_396.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-43_ses-02_acq-1_t2w_397.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-43_ses-02_acq-2_t1w_398.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-43_ses-02_acq-3_t1w_399.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-43_ses-02_acq-4_t1w_400.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-43_ses-02_acq-5_t1w_401.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-43_ses-02_acq-6_t1w_402.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-43_ses-02_acq-7_t1w_403.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-43_ses-02_acq-8_t1w_404.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-44_ses-01_acq-1_t2w_405.png,False,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-44_ses-01_acq-2_t2w_406.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-44_ses-02_acq-1_t2w_407.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-45_ses-01_acq-1_t2w_408.png,False,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-45_ses-01_acq-2_t2w_409.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-45_ses-02_acq-1_t2w_410.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-46_ses-01_acq-1_t2w_411.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-46_ses-01_acq-2_t2w_412.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-46_ses-02_acq-1_t1w_413.png,True,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-46_ses-02_acq-1_t2w_414.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-46_ses-02_acq-2_t1w_415.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-46_ses-02_acq-3_t1w_416.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-46_ses-02_acq-4_t1w_417.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-46_ses-02_acq-5_t1w_418.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-46_ses-02_acq-6_t1w_419.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-46_ses-02_acq-7_t1w_420.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-46_ses-02_acq-8_t1w_421.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-47_ses-01_acq-1_t2w_422.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-47_ses-01_acq-2_t2w_423.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-47_ses-02_acq-1_t2w_424.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-48_ses-01_acq-1_t2w_425.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-48_ses-01_acq-2_t2w_426.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-48_ses-02_acq-1_t1w_427.png,True,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-48_ses-02_acq-1_t2w_428.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-48_ses-02_acq-2_t1w_429.png,True,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-48_ses-02_acq-3_t1w_430.png,True,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-48_ses-02_acq-4_t1w_431.png,True,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-48_ses-02_acq-5_t1w_432.png,True,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-48_ses-02_acq-6_t1w_433.png,True,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-48_ses-02_acq-7_t1w_434.png,True,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-48_ses-02_acq-8_t1w_435.png,True,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-49_ses-01_acq-1_t2w_436.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-49_ses-01_acq-2_t2w_437.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-49_ses-02_acq-1_t1w_438.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-49_ses-02_acq-1_t2w_439.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-49_ses-02_acq-2_t1w_440.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-49_ses-02_acq-3_t1w_441.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-49_ses-02_acq-4_t1w_442.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-49_ses-02_acq-5_t1w_443.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-49_ses-02_acq-6_t1w_444.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-49_ses-02_acq-7_t1w_445.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-49_ses-02_acq-8_t1w_446.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-50_ses-01_acq-1_t2w_447.png,False,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-50_ses-01_acq-2_t2w_448.png,False,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-50_ses-02_acq-1_t1w_449.png,False,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-50_ses-02_acq-1_t2w_450.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-50_ses-02_acq-2_t1w_451.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-50_ses-02_acq-3_t1w_452.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-50_ses-02_acq-4_t1w_453.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-50_ses-02_acq-5_t1w_454.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-50_ses-02_acq-6_t1w_455.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-50_ses-02_acq-7_t1w_456.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-50_ses-02_acq-8_t1w_457.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-51_ses-01_acq-1_t2w_458.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-51_ses-01_acq-2_t2w_459.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-51_ses-02_acq-1_t1w_460.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-51_ses-02_acq-1_t2w_461.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-51_ses-02_acq-2_t1w_462.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-51_ses-02_acq-3_t1w_463.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-51_ses-02_acq-4_t1w_464.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-51_ses-02_acq-5_t1w_465.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-51_ses-02_acq-6_t1w_466.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-51_ses-02_acq-7_t1w_467.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-51_ses-02_acq-8_t1w_468.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-52_ses-01_acq-1_t2w_469.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-52_ses-01_acq-2_t2w_470.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-52_ses-02_acq-1_t1w_471.png,True,94_r_Fr,anat,False,True,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-52_ses-02_acq-1_t2w_472.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-52_ses-02_acq-2_t1w_473.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-52_ses-02_acq-3_t1w_474.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-52_ses-02_acq-4_t1w_475.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-52_ses-02_acq-5_t1w_476.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-52_ses-02_acq-6_t1w_477.png,True,94_r_Fr,anat,False,True,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-52_ses-02_acq-7_t1w_478.png,True,94_r_Fr,anat,False,True,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-52_ses-02_acq-8_t1w_479.png,True,94_r_Fr,anat,False,True,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-53_ses-01_acq-1_t2w_480.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-53_ses-01_acq-2_t2w_481.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-53_ses-02_acq-1_t1w_482.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-53_ses-02_acq-1_t2w_483.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-53_ses-02_acq-2_t1w_484.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-53_ses-02_acq-3_t1w_485.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-53_ses-02_acq-4_t1w_486.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-53_ses-02_acq-5_t1w_487.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-53_ses-02_acq-6_t1w_488.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-53_ses-02_acq-7_t1w_489.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-53_ses-02_acq-8_t1w_490.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-54_ses-01_acq-1_t2w_491.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-54_ses-01_acq-2_t2w_492.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-54_ses-02_acq-1_t1w_493.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-54_ses-02_acq-1_t2w_494.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-54_ses-02_acq-2_t1w_495.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-54_ses-02_acq-3_t1w_496.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-54_ses-02_acq-4_t1w_497.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-54_ses-02_acq-5_t1w_498.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-54_ses-02_acq-6_t1w_499.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-54_ses-02_acq-7_t1w_500.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-54_ses-02_acq-8_t1w_501.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-55_ses-01_acq-1_t2w_502.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-55_ses-01_acq-2_t2w_503.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-55_ses-02_acq-1_t1w_504.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-55_ses-02_acq-1_t2w_505.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-55_ses-02_acq-2_t1w_506.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-55_ses-02_acq-3_t1w_507.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-55_ses-02_acq-4_t1w_508.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-55_ses-02_acq-5_t1w_509.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-55_ses-02_acq-6_t1w_510.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-55_ses-02_acq-7_t1w_511.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-55_ses-02_acq-8_t1w_512.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-56_ses-01_acq-1_t2w_513.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-56_ses-01_acq-2_t2w_514.png,False,94_r_Fr,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-56_ses-02_acq-1_t1w_515.png,True,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-56_ses-02_acq-1_t2w_516.png,False,94_r_Fr,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-56_ses-02_acq-2_t1w_517.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-56_ses-02_acq-3_t1w_518.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-56_ses-02_acq-4_t1w_519.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-56_ses-02_acq-5_t1w_520.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-56_ses-02_acq-6_t1w_521.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-56_ses-02_acq-7_t1w_522.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-56_ses-02_acq-8_t1w_523.png,True,94_r_Fr,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection\anat_anat_sub-57_ses-01_acq-1_t2w_524.png,False,94_r_Fr,anat,False,False,False,True
