dataset_name,sequence_name,Thresold_ML_Voters,Thresold_Human_Voters,TP,TN,FP,FN,SUM,Precision,Accuracy,Prevalence,Sensitivity-Recall,Specificity,F1 Score,Informedness,Markedness,Diagnostic Odds Ratio,Phi Coefficient,Fowlkes-Mallows Index,Negative Predictive Value,Miss Rate,Fall-out,False Discovery Rate,False Omission Rate,Positive Likelihood Ratio,Negative Likelihood Ratio,Prevalence Threshold,Threat Score
94_g_We,anat,3,2,0,57,0,3,60,,0.95,0.05,0,1,0,0,,inf,0,,0.95,1,0,,0.05,inf,1,0,0
94_g_We,anat,4,1,0,49,0,11,60,,0.816666667,0.183333333,0,1,0,0,,inf,0,,0.816666667,1,0,,0.183333333,inf,1,0,0
94_g_We,anat,4,2,0,57,0,3,60,,0.95,0.05,0,1,0,0,,inf,0,,0.95,1,0,,0.05,inf,1,0,0
94_g_We,anat,5,1,0,49,0,11,60,,0.816666667,0.183333333,0,1,0,0,,inf,0,,0.816666667,1,0,,0.183333333,inf,1,0,0
94_g_We,anat,5,2,0,57,0,3,60,,0.95,0.05,0,1,0,0,,inf,0,,0.95,1,0,,0.05,inf,1,0,0
94_m_As,anat,2,1,0,13,1,1,15,0,0.866666667,0.066666667,0,0.928571429,0,-0.071428571,0,0,-0.071428571,0,0.928571429,1,0.071428571,1,0.071428571,0,1.076923077,0.066666667,0
94_m_As,anat,3,1,0,13,1,1,15,0,0.866666667,0.066666667,0,0.928571429,0,-0.071428571,0,0,-0.071428571,0,0.928571429,1,0.071428571,1,0.071428571,0,1.076923077,0.066666667,0
94_m_As,anat,4,1,0,14,0,1,15,,0.933333333,0.066666667,0,1,0,0,,inf,0,,0.933333333,1,0,,0.066666667,inf,1,0,0
94_m_As,anat,5,1,0,14,0,1,15,,0.933333333,0.066666667,0,1,0,0,,inf,0,,0.933333333,1,0,,0.066666667,inf,1,0,0
94_m_Rei,anat,1,2,0,5,3,2,10,0,0.5,0.2,0,0.625,0,-0.375,0,0,-0.327326835,0,0.714285714,1,0.375,1,0.285714286,0,1.6,0.3,0
94_m_Rei,anat,2,1,0,1,1,8,10,0,0.1,0.8,0,0.5,0,-0.5,0,0,-0.666666667,0,0.111111111,1,0.5,1,0.888888889,0,2,0.1,0
94_m_Rei,anat,2,2,0,7,1,2,10,0,0.7,0.2,0,0.875,0,-0.125,0,0,-0.166666667,0,0.777777778,1,0.125,1,0.222222222,0,1.142857143,0.1,0
94_m_Rei,anat,3,1,0,2,0,8,10,,0.2,0.8,0,1,0,0,,inf,0,,0.2,1,0,,0.8,inf,1,0,0
94_m_Rei,anat,3,2,0,8,0,2,10,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
94_m_Rei,anat,4,1,0,2,0,8,10,,0.2,0.8,0,1,0,0,,inf,0,,0.2,1,0,,0.8,inf,1,0,0
94_m_Rei,anat,4,2,0,8,0,2,10,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
94_m_Rei,anat,5,1,0,2,0,8,10,,0.2,0.8,0,1,0,0,,inf,0,,0.2,1,0,,0.8,inf,1,0,0
94_m_Rei,anat,5,2,0,8,0,2,10,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
94_m_Va,anat,1,2,0,51,8,3,62,0,0.822580645,0.048387097,0,0.86440678,0,-0.13559322,0,0,-0.086792607,0,0.944444444,1,0.13559322,1,0.055555556,0,1.156862745,0.129032258,0
94_m_Va,anat,1,4,0,53,8,1,62,0,0.85483871,0.016129032,0,0.868852459,0,-0.131147541,0,0,-0.049281418,0,0.981481481,1,0.131147541,1,0.018518519,0,1.150943396,0.129032258,0
7_r_Se,diff,1,2,0,170,36,3,209,0,0.813397129,0.014354067,0,0.825242718,0,-0.174757282,0,0,-0.055049733,0,0.98265896,1,0.174757282,1,0.01734104,0,1.211764706,0.172248804,0
7_r_Se,diff,2,2,0,203,3,3,209,0,0.971291866,0.014354067,0,0.985436893,0,-0.014563107,0,0,-0.014563107,0,0.985436893,1,0.014563107,1,0.014563107,0,1.014778325,0.014354067,0
7_r_Se,diff,3,2,0,204,2,3,209,0,0.976076555,0.014354067,0,0.990291262,0,-0.009708738,0,0,-0.011861971,0,0.985507246,1,0.009708738,1,0.014492754,0,1.009803922,0.009569378,0
7_r_Se,diff,4,1,0,196,0,13,209,,0.937799043,0.062200957,0,1,0,0,,inf,0,,0.937799043,1,0,,0.062200957,inf,1,0,0
7_r_Se,diff,4,2,0,206,0,3,209,,0.985645933,0.014354067,0,1,0,0,,inf,0,,0.985645933,1,0,,0.014354067,inf,1,0,0
7_r_Se,diff,5,1,0,196,0,13,209,,0.937799043,0.062200957,0,1,0,0,,inf,0,,0.937799043,1,0,,0.062200957,inf,1,0,0
7_r_Se,diff,5,2,0,206,0,3,209,,0.985645933,0.014354067,0,1,0,0,,inf,0,,0.985645933,1,0,,0.014354067,inf,1,0,0
94_m_Va,anat,2,2,0,56,3,3,62,0,0.903225806,0.048387097,0,0.949152542,0,-0.050847458,0,0,-0.050847458,0,0.949152542,1,0.050847458,1,0.050847458,0,1.053571429,0.048387097,0
94_m_Va,anat,2,4,0,58,3,1,62,0,0.935483871,0.016129032,0,0.950819672,0,-0.049180328,0,0,-0.028871524,0,0.983050847,1,0.049180328,1,0.016949153,0,1.051724138,0.048387097,0
94_m_Va,anat,3,2,0,57,2,3,62,0,0.919354839,0.048387097,0,0.966101695,0,-0.033898305,0,0,-0.041169348,0,0.95,1,0.033898305,1,0.05,0,1.035087719,0.032258065,0
94_m_Va,anat,3,4,0,59,2,1,62,0,0.951612903,0.016129032,0,0.967213115,0,-0.032786885,0,0,-0.023376229,0,0.983333333,1,0.032786885,1,0.016666667,0,1.033898305,0.032258065,0
94_m_Va,anat,4,1,0,54,0,8,62,,0.870967742,0.129032258,0,1,0,0,,inf,0,,0.870967742,1,0,,0.129032258,inf,1,0,0
94_m_Va,anat,4,2,0,59,0,3,62,,0.951612903,0.048387097,0,1,0,0,,inf,0,,0.951612903,1,0,,0.048387097,inf,1,0,0
94_m_Va,anat,4,4,0,61,0,1,62,,0.983870968,0.016129032,0,1,0,0,,inf,0,,0.983870968,1,0,,0.016129032,inf,1,0,0
94_m_Va,anat,5,1,0,54,0,8,62,,0.870967742,0.129032258,0,1,0,0,,inf,0,,0.870967742,1,0,,0.129032258,inf,1,0,0
94_m_Va,anat,5,2,0,59,0,3,62,,0.951612903,0.048387097,0,1,0,0,,inf,0,,0.951612903,1,0,,0.048387097,inf,1,0,0
94_m_Va,anat,5,4,0,61,0,1,62,,0.983870968,0.016129032,0,1,0,0,,inf,0,,0.983870968,1,0,,0.016129032,inf,1,0,0
94_m_We,diff,1,1,0,150,16,5,171,0,0.877192982,0.029239766,0,0.903614458,0,-0.096385542,0,0,-0.0557603,0,0.967741935,1,0.096385542,1,0.032258065,0,1.106666667,0.093567251,0
94_m_We,diff,1,2,0,157,9,5,171,0,0.918128655,0.029239766,0,0.945783133,0,-0.054216867,0,0,-0.040906724,0,0.969135802,1,0.054216867,1,0.030864198,0,1.057324841,0.052631579,0
94_m_We,diff,2,1,0,117,4,50,171,0,0.684210526,0.292397661,0,0.966942149,0,-0.033057851,0,0,-0.099486483,0,0.700598802,1,0.033057851,1,0.299401198,0,1.034188034,0.023391813,0
94_m_We,diff,2,2,0,162,4,5,171,0,0.947368421,0.029239766,0,0.975903614,0,-0.024096386,0,0,-0.026859797,0,0.97005988,1,0.024096386,1,0.02994012,0,1.024691358,0.023391813,0
94_m_We,diff,1,3,0,96,0,75,171,,0.561403509,0.438596491,0,1,0,0,,inf,0,,0.561403509,1,0,,0.438596491,inf,1,0,0
94_m_We,diff,3,1,0,121,0,50,171,,0.707602339,0.292397661,0,1,0,0,,inf,0,,0.707602339,1,0,,0.292397661,inf,1,0,0
117_m_Vr,func,4,1,0,4,0,16,20,,0.2,0.8,0,1,0,0,,inf,0,,0.2,1,0,,0.8,inf,1,0,0
117_m_Vr,func,4,2,0,12,0,8,20,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
117_m_Vr,func,4,3,0,15,0,5,20,,0.75,0.25,0,1,0,0,,inf,0,,0.75,1,0,,0.25,inf,1,0,0
117_m_Vr,func,4,4,0,18,0,2,20,,0.9,0.1,0,1,0,0,,inf,0,,0.9,1,0,,0.1,inf,1,0,0
117_m_Vr,func,5,1,0,4,0,16,20,,0.2,0.8,0,1,0,0,,inf,0,,0.2,1,0,,0.8,inf,1,0,0
117_m_Vr,func,5,2,0,12,0,8,20,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
117_m_Vr,func,5,3,0,15,0,5,20,,0.75,0.25,0,1,0,0,,inf,0,,0.75,1,0,,0.25,inf,1,0,0
117_m_Vr,func,5,4,0,18,0,2,20,,0.9,0.1,0,1,0,0,,inf,0,,0.9,1,0,,0.1,inf,1,0,0
7_h_He,func,2,1,0,6,0,4,10,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_h_He,func,2,2,0,7,0,3,10,,0.7,0.3,0,1,0,0,,inf,0,,0.7,1,0,,0.3,inf,1,0,0
7_h_He,func,3,1,0,6,0,4,10,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_h_He,func,3,2,0,7,0,3,10,,0.7,0.3,0,1,0,0,,inf,0,,0.7,1,0,,0.3,inf,1,0,0
7_h_He,func,4,1,0,6,0,4,10,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_h_He,func,4,2,0,7,0,3,10,,0.7,0.3,0,1,0,0,,inf,0,,0.7,1,0,,0.3,inf,1,0,0
7_h_He,func,5,1,0,6,0,4,10,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_h_He,func,5,2,0,7,0,3,10,,0.7,0.3,0,1,0,0,,inf,0,,0.7,1,0,,0.3,inf,1,0,0
7_m_Bo,func,2,1,0,3,0,2,5,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_m_Bo,func,2,2,0,4,0,1,5,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
94_m_We,diff,3,2,0,166,0,5,171,,0.970760234,0.029239766,0,1,0,0,,inf,0,,0.970760234,1,0,,0.029239766,inf,1,0,0
94_m_We,diff,1,4,0,96,0,75,171,,0.561403509,0.438596491,0,1,0,0,,inf,0,,0.561403509,1,0,,0.438596491,inf,1,0,0
94_m_We,diff,1,5,0,121,0,50,171,,0.707602339,0.292397661,0,1,0,0,,inf,0,,0.707602339,1,0,,0.292397661,inf,1,0,0
94_m_We,diff,2,3,0,166,0,5,171,,0.970760234,0.029239766,0,1,0,0,,inf,0,,0.970760234,1,0,,0.029239766,inf,1,0,0
94_r_Fr,anat,4,2,0,659,5,57,721,0,0.914008322,0.079056865,0,0.99246988,0,-0.00753012,0,0,-0.024483972,0,0.920391061,1,0.00753012,1,0.079608939,0,1.007587253,0.006934813,0
94_r_Fr,anat,5,1,0,567,1,153,721,0,0.786407767,0.21220527,0,0.998239437,0,-0.001760563,0,0,-0.019342175,0,0.7875,1,0.001760563,1,0.2125,0,1.001763668,0.001386963,0
94_r_Fr,anat,5,2,0,663,1,57,721,0,0.919556172,0.079056865,0,0.998493976,0,-0.001506024,0,0,-0.010919107,0,0.920833333,1,0.001506024,1,0.079166667,0,1.001508296,0.001386963,0
94_r_We,anat,3,1,0,91,3,9,103,0,0.883495146,0.087378641,0,0.968085106,0,-0.031914894,0,0,-0.05359422,0,0.91,1,0.031914894,1,0.09,0,1.032967033,0.029126214,0
94_r_We,anat,4,1,0,93,1,9,103,0,0.902912621,0.087378641,0,0.989361702,0,-0.010638298,0,0,-0.030637776,0,0.911764706,1,0.010638298,1,0.088235294,0,1.010752688,0.009708738,0
94_r_We,anat,5,1,0,93,1,9,103,0,0.902912621,0.087378641,0,0.989361702,0,-0.010638298,0,0,-0.030637776,0,0.911764706,1,0.010638298,1,0.088235294,0,1.010752688,0.009708738,0
94c_m_As,diff,2,2,0,11,1,4,16,0,0.6875,0.25,0,0.916666667,0,-0.083333333,0,0,-0.149071198,0,0.733333333,1,0.083333333,1,0.266666667,0,1.090909091,0.0625,0
94c_m_As,diff,3,2,0,11,1,4,16,0,0.6875,0.25,0,0.916666667,0,-0.083333333,0,0,-0.149071198,0,0.733333333,1,0.083333333,1,0.266666667,0,1.090909091,0.0625,0
94c_m_As,diff,4,1,0,0,0,16,16,,0,1,0,,0,,,,0,,0,1,,,1,,,0,0
94c_m_As,diff,4,2,0,12,0,4,16,,0.75,0.25,0,1,0,0,,inf,0,,0.75,1,0,,0.25,inf,1,0,0
94c_m_As,diff,5,1,0,0,0,16,16,,0,1,0,,0,,,,0,,0,1,,,1,,,0,0
94c_m_As,diff,5,2,0,12,0,4,16,,0.75,0.25,0,1,0,0,,inf,0,,0.75,1,0,,0.25,inf,1,0,0
7_m_Bo,func,3,1,0,3,0,2,5,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_m_Bo,func,3,2,0,4,0,1,5,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
7_m_Bo,func,4,1,0,3,0,2,5,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_m_Bo,func,4,2,0,4,0,1,5,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
7_m_Bo,func,5,1,0,3,0,2,5,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_m_Bo,func,5,2,0,4,0,1,5,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
7_r_So,func,1,1,0,16,3,5,24,0,0.666666667,0.208333333,0,0.842105263,0,-0.157894737,0,0,-0.193891684,0,0.761904762,1,0.157894737,1,0.238095238,0,1.1875,0.125,0
7_r_So,func,1,2,0,19,3,2,24,0,0.791666667,0.083333333,0,0.863636364,0,-0.136363636,0,0,-0.113960576,0,0.904761905,1,0.136363636,1,0.095238095,0,1.157894737,0.125,0
7_r_So,func,1,3,0,20,3,1,24,0,0.833333333,0.041666667,0,0.869565217,0,-0.130434783,0,0,-0.078811041,0,0.952380952,1,0.130434783,1,0.047619048,0,1.15,0.125,0
7_r_So,func,2,1,0,17,2,5,24,0,0.708333333,0.208333333,0,0.894736842,0,-0.105263158,0,0,-0.154672056,0,0.772727273,1,0.105263158,1,0.227272727,0,1.117647059,0.083333333,0
7_r_So,func,2,2,0,20,2,2,24,0,0.833333333,0.083333333,0,0.909090909,0,-0.090909091,0,0,-0.090909091,0,0.909090909,1,0.090909091,1,0.090909091,0,1.1,0.083333333,0
7_r_So,func,2,3,0,21,2,1,24,0,0.875,0.041666667,0,0.913043478,0,-0.086956522,0,0,-0.062869461,0,0.954545455,1,0.086956522,1,0.045454545,0,1.095238095,0.083333333,0
7_r_So,func,3,1,0,18,1,5,24,0,0.75,0.208333333,0,0.947368421,0,-0.052631579,0,0,-0.106965637,0,0.782608696,1,0.052631579,1,0.217391304,0,1.055555556,0.041666667,0
7_r_So,func,3,2,0,21,1,2,24,0,0.875,0.083333333,0,0.954545455,0,-0.045454545,0,0,-0.062869461,0,0.913043478,1,0.045454545,1,0.086956522,0,1.047619048,0.041666667,0
7_r_So,func,3,3,0,22,1,1,24,0,0.916666667,0.041666667,0,0.956521739,0,-0.043478261,0,0,-0.043478261,0,0.956521739,1,0.043478261,1,0.043478261,0,1.045454545,0.041666667,0
7_r_So,func,4,1,0,18,1,5,24,0,0.75,0.208333333,0,0.947368421,0,-0.052631579,0,0,-0.106965637,0,0.782608696,1,0.052631579,1,0.217391304,0,1.055555556,0.041666667,0
7_r_So,func,4,2,0,21,1,2,24,0,0.875,0.083333333,0,0.954545455,0,-0.045454545,0,0,-0.062869461,0,0.913043478,1,0.045454545,1,0.086956522,0,1.047619048,0.041666667,0
7_r_So,func,4,3,0,22,1,1,24,0,0.916666667,0.041666667,0,0.956521739,0,-0.043478261,0,0,-0.043478261,0,0.956521739,1,0.043478261,1,0.043478261,0,1.045454545,0.041666667,0
7_r_So,func,5,1,0,18,1,5,24,0,0.75,0.208333333,0,0.947368421,0,-0.052631579,0,0,-0.106965637,0,0.782608696,1,0.052631579,1,0.217391304,0,1.055555556,0.041666667,0
7_r_So,func,5,2,0,21,1,2,24,0,0.875,0.083333333,0,0.954545455,0,-0.045454545,0,0,-0.062869461,0,0.913043478,1,0.045454545,1,0.086956522,0,1.047619048,0.041666667,0
7_r_So,func,5,3,0,22,1,1,24,0,0.916666667,0.041666667,0,0.956521739,0,-0.043478261,0,0,-0.043478261,0,0.956521739,1,0.043478261,1,0.043478261,0,1.045454545,0.041666667,0
94c_m_As,func,1,3,0,11,4,1,16,0,0.6875,0.0625,0,0.733333333,0,-0.266666667,0,0,-0.149071198,0,0.916666667,1,0.266666667,1,0.083333333,0,1.363636364,0.25,0
94c_m_As,func,2,3,0,13,2,1,16,0,0.8125,0.0625,0,0.866666667,0,-0.133333333,0,0,-0.097590007,0,0.928571429,1,0.133333333,1,0.071428571,0,1.153846154,0.125,0
94c_m_As,func,3,1,0,0,1,15,16,0,0,0.9375,0,0,0,-1,0,0,-1,0,0,1,1,1,1,0,inf,0.0625,0
94c_m_As,func,3,2,0,10,1,5,16,0,0.625,0.3125,0,0.909090909,0,-0.090909091,0,0,-0.174077656,0,0.666666667,1,0.090909091,1,0.333333333,0,1.1,0.0625,0
94c_m_As,func,3,3,0,14,1,1,16,0,0.875,0.0625,0,0.933333333,0,-0.066666667,0,0,-0.066666667,0,0.933333333,1,0.066666667,1,0.066666667,0,1.071428571,0.0625,0
94c_m_As,func,4,1,0,1,0,15,16,,0.0625,0.9375,0,1,0,0,,inf,0,,0.0625,1,0,,0.9375,inf,1,0,0
94c_m_As,func,4,2,0,11,0,5,16,,0.6875,0.3125,0,1,0,0,,inf,0,,0.6875,1,0,,0.3125,inf,1,0,0
94c_m_As,func,4,3,0,15,0,1,16,,0.9375,0.0625,0,1,0,0,,inf,0,,0.9375,1,0,,0.0625,inf,1,0,0
94c_m_As,func,5,1,0,1,0,15,16,,0.0625,0.9375,0,1,0,0,,inf,0,,0.0625,1,0,,0.9375,inf,1,0,0
94_m_As,diff,2,1,0,7,2,5,14,0,0.5,0.357142857,0,0.777777778,0,-0.222222222,0,0,-0.30429031,0,0.583333333,1,0.222222222,1,0.416666667,0,1.285714286,0.142857143,0
94_m_As,diff,2,2,0,9,2,3,14,0,0.642857143,0.214285714,0,0.818181818,0,-0.181818182,0,0,-0.213200716,0,0.75,1,0.181818182,1,0.25,0,1.222222222,0.142857143,0
94_m_As,diff,3,1,0,9,0,5,14,,0.642857143,0.357142857,0,1,0,0,,inf,0,,0.642857143,1,0,,0.357142857,inf,1,0,0
94_m_As,diff,3,2,0,11,0,3,14,,0.785714286,0.214285714,0,1,0,0,,inf,0,,0.785714286,1,0,,0.214285714,inf,1,0,0
94_m_As,diff,4,1,0,9,0,5,14,,0.642857143,0.357142857,0,1,0,0,,inf,0,,0.642857143,1,0,,0.357142857,inf,1,0,0
94_m_As,diff,4,2,0,11,0,3,14,,0.785714286,0.214285714,0,1,0,0,,inf,0,,0.785714286,1,0,,0.214285714,inf,1,0,0
94_m_As,diff,5,1,0,9,0,5,14,,0.642857143,0.357142857,0,1,0,0,,inf,0,,0.642857143,1,0,,0.357142857,inf,1,0,0
94_m_As,diff,5,2,0,11,0,3,14,,0.785714286,0.214285714,0,1,0,0,,inf,0,,0.785714286,1,0,,0.214285714,inf,1,0,0
94c_m_As,func,5,2,0,11,0,5,16,,0.6875,0.3125,0,1,0,0,,inf,0,,0.6875,1,0,,0.3125,inf,1,0,0
94c_m_As,func,5,3,0,15,0,1,16,,0.9375,0.0625,0,1,0,0,,inf,0,,0.9375,1,0,,0.0625,inf,1,0,0
94_g_We,func,1,2,0,79,5,21,105,0,0.752380952,0.2,0,0.94047619,0,-0.05952381,0,0,-0.111803399,0,0.79,1,0.05952381,1,0.21,0,1.063291139,0.047619048,0
94_g_We,func,1,3,0,99,5,1,105,0,0.942857143,0.00952381,0,0.951923077,0,-0.048076923,0,0,-0.02192645,0,0.99,1,0.048076923,1,0.01,0,1.050505051,0.047619048,0
94_g_We,func,1,4,0,99,5,1,105,0,0.942857143,0.00952381,0,0.951923077,0,-0.048076923,0,0,-0.02192645,0,0.99,1,0.048076923,1,0.01,0,1.050505051,0.047619048,0
94_g_We,func,2,2,0,81,3,21,105,0,0.771428571,0.2,0,0.964285714,0,-0.035714286,0,0,-0.085749293,0,0.794117647,1,0.035714286,1,0.205882353,0,1.037037037,0.028571429,0
94_g_We,func,2,3,0,101,3,1,105,0,0.961904762,0.00952381,0,0.971153846,0,-0.028846154,0,0,-0.01681682,0,0.990196078,1,0.028846154,1,0.009803922,0,1.02970297,0.028571429,0
94_g_We,func,2,4,0,101,3,1,105,0,0.961904762,0.00952381,0,0.971153846,0,-0.028846154,0,0,-0.01681682,0,0.990196078,1,0.028846154,1,0.009803922,0,1.02970297,0.028571429,0
94_g_We,func,3,2,0,81,3,21,105,0,0.771428571,0.2,0,0.964285714,0,-0.035714286,0,0,-0.085749293,0,0.794117647,1,0.035714286,1,0.205882353,0,1.037037037,0.028571429,0
94_g_We,func,3,3,0,101,3,1,105,0,0.961904762,0.00952381,0,0.971153846,0,-0.028846154,0,0,-0.01681682,0,0.990196078,1,0.028846154,1,0.009803922,0,1.02970297,0.028571429,0
94_g_We,func,3,4,0,101,3,1,105,0,0.961904762,0.00952381,0,0.971153846,0,-0.028846154,0,0,-0.01681682,0,0.990196078,1,0.028846154,1,0.009803922,0,1.02970297,0.028571429,0
94_g_We,func,4,2,0,81,3,21,105,0,0.771428571,0.2,0,0.964285714,0,-0.035714286,0,0,-0.085749293,0,0.794117647,1,0.035714286,1,0.205882353,0,1.037037037,0.028571429,0
94_g_We,func,4,3,0,101,3,1,105,0,0.961904762,0.00952381,0,0.971153846,0,-0.028846154,0,0,-0.01681682,0,0.990196078,1,0.028846154,1,0.009803922,0,1.02970297,0.028571429,0
94_g_We,func,4,4,0,101,3,1,105,0,0.961904762,0.00952381,0,0.971153846,0,-0.028846154,0,0,-0.01681682,0,0.990196078,1,0.028846154,1,0.009803922,0,1.02970297,0.028571429,0
94_g_We,func,5,2,0,82,2,21,105,0,0.780952381,0.2,0,0.976190476,0,-0.023809524,0,0,-0.069673301,0,0.796116505,1,0.023809524,1,0.203883495,0,1.024390244,0.019047619,0
94_g_We,func,5,3,0,102,2,1,105,0,0.971428571,0.00952381,0,0.980769231,0,-0.019230769,0,0,-0.013664059,0,0.990291262,1,0.019230769,1,0.009708738,0,1.019607843,0.019047619,0
94_g_We,func,5,4,0,102,2,1,105,0,0.971428571,0.00952381,0,0.980769231,0,-0.019230769,0,0,-0.013664059,0,0.990291262,1,0.019230769,1,0.009708738,0,1.019607843,0.019047619,0
94_m_As,func,1,4,0,11,3,1,15,0,0.733333333,0.066666667,0,0.785714286,0,-0.214285714,0,0,-0.133630621,0,0.916666667,1,0.214285714,1,0.083333333,0,1.272727273,0.2,0
94_m_Va,diff,3,1,0,47,1,149,197,0,0.23857868,0.756345178,0,0.979166667,0,-0.020833333,0,0,-0.125847467,0,0.239795918,1,0.020833333,1,0.760204082,0,1.021276596,0.005076142,0
94_m_Va,diff,3,2,0,114,1,82,197,0,0.578680203,0.416243655,0,0.991304348,0,-0.008695652,0,0,-0.060315644,0,0.581632653,1,0.008695652,1,0.418367347,0,1.00877193,0.005076142,0
94_m_Va,diff,4,1,0,48,0,149,197,,0.243654822,0.756345178,0,1,0,0,,inf,0,,0.243654822,1,0,,0.756345178,inf,1,0,0
94_m_Va,diff,4,2,0,115,0,82,197,,0.583756345,0.416243655,0,1,0,0,,inf,0,,0.583756345,1,0,,0.416243655,inf,1,0,0
94_m_Va,diff,5,1,0,48,0,149,197,,0.243654822,0.756345178,0,1,0,0,,inf,0,,0.243654822,1,0,,0.756345178,inf,1,0,0
94_m_Va,diff,5,2,0,115,0,82,197,,0.583756345,0.416243655,0,1,0,0,,inf,0,,0.583756345,1,0,,0.416243655,inf,1,0,0
94_m_We,diff,4,1,0,6,3,1,10,0,0.6,0.1,0,0.666666667,0,-0.333333333,0,0,-0.21821789,0,0.857142857,1,0.333333333,1,0.142857143,0,1.5,0.3,0
94_m_We,diff,2,4,0,8,1,1,10,0,0.8,0.1,0,0.888888889,0,-0.111111111,0,0,-0.111111111,0,0.888888889,1,0.111111111,1,0.111111111,0,1.125,0.1,0
94_m_We,diff,3,4,0,8,1,1,10,0,0.8,0.1,0,0.888888889,0,-0.111111111,0,0,-0.111111111,0,0.888888889,1,0.111111111,1,0.111111111,0,1.125,0.1,0
94_m_We,diff,5,1,0,9,0,1,10,,0.9,0.1,0,1,0,0,,inf,0,,0.9,1,0,,0.1,inf,1,0,0
94_m_We,diff,2,5,0,9,0,1,10,,0.9,0.1,0,1,0,0,,inf,0,,0.9,1,0,,0.1,inf,1,0,0
94_m_We,diff,3,3,0,232,28,3,263,0,0.882129278,0.011406844,0,0.892307692,0,-0.107692308,0,0,-0.037078234,0,0.987234043,1,0.107692308,1,0.012765957,0,1.120689655,0.106463878,0
94_m_We,diff,3,5,0,250,10,3,263,0,0.950570342,0.011406844,0,0.961538462,0,-0.038461538,0,0,-0.021355694,0,0.988142292,1,0.038461538,1,0.011857708,0,1.04,0.038022814,0
94_m_We,anat,1,3,1,252,8,3,263,0,0.958174905,0.011406844,0,0.969230769,0,-0.030769231,0,0,-0.01902606,0,0.988235294,1,0.030769231,1,0.011764706,0,1.031746032,0.030418251,0
94_m_We,anat,2,3,1,254,6,3,263,0,0.965779468,0.011406844,0,0.976923077,0,-0.023076923,0,0,-0.016412813,0,0.988326848,1,0.023076923,1,0.011673152,0,1.023622047,0.022813688,0
94_m_We,anat,2,2,1,258,2,3,263,0,0.980988593,0.011406844,0,0.992307692,0,-0.007692308,0,0,-0.009403049,0,0.988505747,1,0.007692308,1,0.011494253,0,1.007751938,0.007604563,0
94_m_As,func,2,3,0,9,1,5,15,0,0.6,0.333333333,0,0.9,0,-0.1,0,0,-0.188982237,0,0.642857143,1,0.1,1,0.357142857,0,1.111111111,0.066666667,0
94_m_As,func,2,4,0,13,1,1,15,0,0.866666667,0.066666667,0,0.928571429,0,-0.071428571,0,0,-0.071428571,0,0.928571429,1,0.071428571,1,0.071428571,0,1.076923077,0.066666667,0
94_m_As,func,3,3,0,9,1,5,15,0,0.6,0.333333333,0,0.9,0,-0.1,0,0,-0.188982237,0,0.642857143,1,0.1,1,0.357142857,0,1.111111111,0.066666667,0
94_m_As,func,3,4,0,13,1,1,15,0,0.866666667,0.066666667,0,0.928571429,0,-0.071428571,0,0,-0.071428571,0,0.928571429,1,0.071428571,1,0.071428571,0,1.076923077,0.066666667,0
94_m_As,func,4,1,0,1,0,14,15,,0.066666667,0.933333333,0,1,0,0,,inf,0,,0.066666667,1,0,,0.933333333,inf,1,0,0
94_m_As,func,4,2,0,5,0,10,15,,0.333333333,0.666666667,0,1,0,0,,inf,0,,0.333333333,1,0,,0.666666667,inf,1,0,0
94_m_As,func,4,3,0,10,0,5,15,,0.666666667,0.333333333,0,1,0,0,,inf,0,,0.666666667,1,0,,0.333333333,inf,1,0,0
94_m_As,func,4,4,0,14,0,1,15,,0.933333333,0.066666667,0,1,0,0,,inf,0,,0.933333333,1,0,,0.066666667,inf,1,0,0
